accuracy_pct,speed_score,completed,hints_used,attempts,current_difficulty,rolling_score,target_difficulty
83.95,70.32,1.0,0,2,1,77.47,1
72.72,55.68,1.0,1,3,1,60.14,1
85.26,67.26,1.0,0,2,2,72.96,3
100.0,100.0,1.0,0,1,1,90.45,2
48.67,55.46,1.0,3,2,2,41.81,1
67.67,36.77,0.0,1,1,3,37.07,2
71.22,20.95,1.0,0,2,3,57.8,2
94.2,71.74,1.0,0,1,1,78.7,2
75.28,32.25,1.0,0,3,1,64.83,1
49.06,14.68,0.0,3,1,4,12.74,3
82.9,34.68,1.0,0,1,2,69.11,2
80.68,37.4,1.0,0,1,2,61.74,2
40.55,17.22,0.0,2,2,3,12.96,2
73.29,79.11,1.0,1,3,2,76.09,2
99.93,88.84,1.0,0,1,1,83.46,2
60.73,31.41,0.0,0,4,2,36.84,1
72.74,48.09,1.0,1,1,1,61.72,1
67.93,66.52,1.0,0,1,3,69.68,3
85.98,62.15,1.0,0,1,2,74.53,3
69.24,25.26,1.0,2,2,5,47.36,4
100.0,86.18,1.0,0,1,2,89.01,3
78.2,47.75,1.0,0,1,1,68.2,1
41.66,13.62,0.0,3,3,2,10.76,1
79.96,67.68,1.0,0,3,1,71.95,1
81.95,80.35,1.0,0,1,1,79.4,1
81.9,56.81,1.0,1,2,1,65.37,1
31.38,18.32,0.0,1,5,5,14.2,4
59.69,48.17,1.0,0,1,2,62.61,1
71.38,51.08,1.0,0,3,3,65.53,3
89.41,77.01,1.0,0,2,3,85.14,4
60.92,46.76,1.0,1,3,2,54.11,2
82.3,62.24,1.0,0,2,1,72.6,1
46.17,58.07,1.0,2,4,5,51.45,4
61.35,48.6,1.0,2,2,3,52.55,3
75.99,44.5,1.0,0,2,2,64.38,2
78.82,21.82,1.0,0,2,2,57.12,1
67.72,41.63,1.0,1,2,2,56.29,2
100.0,79.77,1.0,1,1,3,80.04,4
93.01,38.56,1.0,0,1,2,71.72,2
56.58,57.18,0.0,1,1,2,40.93,1
77.96,48.09,1.0,1,3,2,63.19,2
46.82,10.61,1.0,2,3,5,34.88,4
88.8,66.58,1.0,0,1,2,75.85,3
77.0,45.44,1.0,0,2,3,66.13,3
59.45,52.54,1.0,1,3,3,52.64,2
86.97,77.56,1.0,1,1,2,75.93,3
35.43,34.45,1.0,2,3,4,36.63,3
82.28,64.19,0.0,0,1,2,59.51,1
59.1,45.75,1.0,2,5,2,43.81,1
75.46,72.59,0.0,0,1,1,61.4,1
39.5,10.0,1.0,2,4,3,39.09,2
54.32,51.23,0.0,3,5,4,30.01,3
70.0,85.33,1.0,0,3,2,71.49,2
96.38,55.07,1.0,1,1,2,66.51,2
72.08,44.81,1.0,0,6,2,60.32,2
75.34,34.2,1.0,0,2,3,62.65,3
85.6,63.25,1.0,0,3,1,78.56,2
83.16,69.31,1.0,0,3,1,78.71,1
69.74,41.57,1.0,0,3,2,61.81,2
67.66,24.46,1.0,0,2,3,54.35,2
36.56,29.32,1.0,4,1,3,27.84,2
67.53,57.84,1.0,2,2,3,49.03,3
37.74,34.68,1.0,2,4,3,43.41,2
82.96,84.55,1.0,0,2,2,81.78,2
92.18,78.68,1.0,0,1,1,79.58,2
78.01,49.22,1.0,0,1,1,58.09,1
92.2,76.76,1.0,0,1,2,78.79,3
72.83,85.81,1.0,2,2,2,67.79,2
89.25,75.58,1.0,0,3,2,79.0,3
43.1,23.65,1.0,2,2,4,31.38,3
37.31,27.47,0.0,2,3,3,16.81,2
73.61,50.35,1.0,1,2,2,65.58,2
84.35,36.94,1.0,0,2,1,62.14,1
81.18,61.53,1.0,0,1,3,76.81,3
69.9,34.31,1.0,2,4,3,44.56,3
97.72,68.24,1.0,0,1,1,85.36,2
81.6,40.74,1.0,0,3,2,67.66,2
85.0,60.12,1.0,0,1,1,68.49,1
65.69,52.69,1.0,0,3,5,62.7,5
58.5,43.96,0.0,0,2,3,42.09,2
88.59,77.26,1.0,0,2,1,77.96,2
58.09,33.58,0.0,0,2,1,41.23,1
81.34,73.9,1.0,0,1,2,76.5,2
55.15,41.85,1.0,0,1,2,54.11,1
43.55,35.71,1.0,2,3,1,43.74,1
93.2,54.19,1.0,1,1,1,69.47,1
80.51,53.6,1.0,0,1,2,71.78,2
44.22,31.53,0.0,1,4,5,19.66,4
49.61,34.04,1.0,4,3,1,35.48,1
64.49,38.25,1.0,2,2,2,53.52,2
52.12,46.34,0.0,3,1,2,18.02,1
74.64,43.99,1.0,1,1,3,59.45,3
51.02,47.83,0.0,2,2,3,26.7,2
85.38,64.09,1.0,1,2,2,73.07,3
54.15,19.0,1.0,2,4,2,44.29,1
38.71,17.85,0.0,4,4,5,3.72,4
100.0,85.17,1.0,0,1,1,84.36,2
66.26,28.21,1.0,1,2,2,51.79,1
56.08,55.87,1.0,0,2,4,60.73,3
25.25,20.86,0.0,3,6,3,0.0,2
86.24,50.03,1.0,0,1,1,79.65,1
61.46,33.47,1.0,0,1,2,58.16,2
75.93,35.0,1.0,0,2,2,52.79,2
100.0,80.73,1.0,0,1,1,87.87,2
60.57,40.32,1.0,0,2,4,48.32,4
43.83,44.12,1.0,1,6,4,46.81,3
60.0,40.03,1.0,1,2,3,53.48,3
80.11,59.77,1.0,0,2,3,64.31,3
78.5,79.81,1.0,1,2,3,71.13,3
81.48,52.13,1.0,0,1,1,72.46,1
62.7,43.83,1.0,1,2,3,53.68,3
68.37,68.01,1.0,0,3,2,75.91,2
56.34,30.63,1.0,0,3,3,55.02,2
71.17,46.78,1.0,1,3,1,58.42,1
73.89,66.71,1.0,1,3,2,66.53,2
62.29,46.62,1.0,1,1,1,56.38,1
85.53,79.94,1.0,1,1,2,78.92,3
68.57,62.14,1.0,1,3,3,65.7,3
51.51,32.68,1.0,2,4,5,48.62,4
65.55,44.1,1.0,0,3,3,65.04,3
58.96,47.37,1.0,1,3,3,48.46,2
40.91,43.13,0.0,2,2,5,21.37,4
46.97,25.9,1.0,3,1,4,37.65,3
38.18,10.0,0.0,2,2,5,6.19,4
70.6,78.91,0.0,2,2,2,45.59,1
88.03,66.36,1.0,0,1,1,76.1,2
98.8,89.53,1.0,0,2,2,90.25,3
88.47,70.04,1.0,1,1,2,71.62,3
50.43,44.13,1.0,1,2,4,56.62,3
35.92,21.36,0.0,3,1,4,5.08,3
76.18,51.55,1.0,0,1,2,65.83,2
72.23,80.63,1.0,2,3,1,65.78,1
67.85,16.34,1.0,0,2,1,53.78,1
59.6,35.51,1.0,0,1,4,57.76,3
49.74,44.93,1.0,3,3,5,41.29,4
84.68,72.9,1.0,1,2,1,67.12,1
74.99,73.35,1.0,1,2,2,68.29,2
35.44,36.11,0.0,1,3,2,21.53,1
68.64,46.97,1.0,2,2,3,61.9,3
62.14,40.46,1.0,0,2,2,60.77,2
59.25,18.08,1.0,0,4,1,51.89,1
97.76,63.4,1.0,0,2,1,81.01,2
81.85,39.58,1.0,0,3,1,72.51,1
32.09,36.94,0.0,3,2,3,9.49,2
77.34,37.37,1.0,0,1,1,70.43,1
85.92,59.42,1.0,0,1,1,77.36,1
82.84,48.91,1.0,0,1,1,65.8,1
76.5,47.91,1.0,0,1,1,73.47,1
51.6,43.98,0.0,3,2,2,23.32,1
45.0,21.36,1.0,2,5,2,40.45,1
92.18,59.65,1.0,0,2,1,66.31,1
64.01,20.81,1.0,1,4,2,49.62,1
69.59,72.28,1.0,2,1,2,56.99,2
91.39,47.47,1.0,1,3,1,65.55,1
100.0,63.99,1.0,0,1,1,77.81,2
98.62,90.81,1.0,0,1,2,80.76,3
62.66,59.93,1.0,0,2,2,66.51,2
79.43,70.21,1.0,1,1,1,67.18,1
88.75,61.07,1.0,0,2,3,74.34,4
66.32,64.17,0.0,0,2,3,45.89,2
62.14,42.14,1.0,2,3,2,45.69,2
75.84,51.28,1.0,0,1,1,74.0,1
95.01,77.85,1.0,0,2,1,77.32,2
63.25,40.81,1.0,0,3,3,56.14,3
81.98,68.34,1.0,0,1,2,75.77,2
94.7,74.99,1.0,0,1,3,85.22,4
64.12,56.66,1.0,0,2,3,56.99,3
62.22,46.26,1.0,0,2,2,67.41,2
99.38,82.28,1.0,0,1,1,90.16,2
79.29,31.89,1.0,0,2,3,60.21,3
80.23,82.34,1.0,0,2,3,87.83,3
89.37,56.27,1.0,0,2,1,83.84,1
75.18,57.45,1.0,0,2,2,68.76,2
69.65,54.94,1.0,2,1,2,58.36,2
58.89,53.07,1.0,2,1,2,51.61,1
58.08,46.72,1.0,0,1,3,60.77,2
56.05,38.02,1.0,0,3,4,55.65,3
67.6,67.54,1.0,1,1,3,58.24,3
78.17,71.48,1.0,0,2,2,71.67,2
96.58,49.24,1.0,0,1,2,79.08,2
69.63,26.69,1.0,0,4,2,53.04,1
88.27,66.87,1.0,0,1,1,75.56,2
98.64,75.7,1.0,0,2,1,79.83,2
82.26,58.9,1.0,0,1,1,74.31,1
62.2,20.32,0.0,2,2,1,25.51,1
89.06,88.48,1.0,0,1,2,81.58,3
67.86,59.01,1.0,1,3,1,60.24,1
53.87,18.44,0.0,3,3,4,13.86,3
87.38,66.21,1.0,0,1,1,79.71,2
76.55,49.43,1.0,0,2,1,62.42,1
59.85,61.82,1.0,1,1,5,60.72,4
94.02,82.46,1.0,0,1,1,85.17,2
100.0,73.21,1.0,0,1,1,71.76,2
85.03,47.85,1.0,0,2,2,66.73,2
44.89,42.91,0.0,1,1,3,30.8,2
76.81,47.42,1.0,0,1,1,62.66,1
79.72,58.46,1.0,0,1,1,73.06,1
100.0,90.18,1.0,0,2,1,78.72,2
71.22,61.73,1.0,2,1,2,60.04,2
94.29,71.52,1.0,1,1,3,77.37,4
100.0,90.64,1.0,1,1,1,81.84,2
90.73,70.21,1.0,0,1,1,81.98,2
51.53,51.83,1.0,3,3,3,46.8,2
63.53,34.01,1.0,2,1,2,46.37,2
61.89,41.38,1.0,1,2,3,57.31,3
90.48,42.68,1.0,0,1,1,73.82,1
77.64,75.44,1.0,0,1,3,73.77,3
73.75,63.88,1.0,1,1,2,65.6,2
82.3,66.78,1.0,1,2,1,67.95,1
92.28,57.89,1.0,1,1,1,69.69,1
99.67,53.0,1.0,0,1,1,73.96,1
64.1,40.63,1.0,1,3,3,47.15,3
55.09,28.54,1.0,0,1,4,56.66,3
81.35,68.9,1.0,0,3,1,74.4,1
70.8,45.31,1.0,2,3,3,49.84,3
47.31,45.7,0.0,2,4,4,24.57,3
70.64,43.48,1.0,1,1,2,53.52,2
66.65,49.43,0.0,0,2,3,47.7,2
79.8,46.77,1.0,0,1,2,66.15,2
52.59,35.66,0.0,1,3,5,21.98,4
36.65,26.7,0.0,2,2,3,11.1,2
48.61,36.31,1.0,2,3,3,45.06,2
54.12,10.85,0.0,2,2,3,20.41,2
79.25,76.46,1.0,0,1,2,68.05,2
60.1,49.2,1.0,0,1,5,57.86,5
66.09,66.99,1.0,0,3,1,67.68,1
85.62,31.48,1.0,0,1,1,69.41,1
98.06,68.34,1.0,0,1,1,81.98,2
66.42,33.3,1.0,0,6,3,54.53,3
77.72,77.29,1.0,0,2,3,76.26,3
62.03,46.77,1.0,0,4,4,64.77,4
70.22,44.98,1.0,2,2,2,58.07,2
89.1,61.23,1.0,0,2,1,76.21,2
65.33,27.54,1.0,0,1,3,59.07,2
56.96,36.68,1.0,1,2,2,50.1,1
69.8,36.92,1.0,0,2,4,60.58,4
66.6,48.8,1.0,1,4,4,63.78,4
86.12,46.15,1.0,1,3,2,67.17,2
91.22,51.18,1.0,0,1,2,74.73,2
84.22,60.56,1.0,0,2,1,71.03,1
58.59,33.79,1.0,1,3,3,46.1,2
75.74,21.22,1.0,1,1,1,55.62,1
66.79,33.87,0.0,1,4,2,35.33,1
63.79,43.62,1.0,1,1,4,58.43,4
70.75,49.84,0.0,0,2,1,35.78,1
99.13,57.84,1.0,0,1,1,80.83,1
72.18,45.68,1.0,1,1,1,58.33,1
53.9,23.57,1.0,2,3,4,49.34,3
81.88,65.69,1.0,0,2,3,71.89,3
47.96,46.57,1.0,4,5,5,36.74,4
53.99,23.9,1.0,4,2,2,27.35,1
72.42,64.1,1.0,1,1,3,67.72,3
81.36,64.42,1.0,1,3,1,68.51,1
48.37,36.51,1.0,3,3,2,36.08,1
87.98,47.6,1.0,1,1,3,64.2,3
21.17,10.0,0.0,1,6,4,3.37,3
81.2,40.81,1.0,0,3,3,65.13,3
59.52,44.9,1.0,0,1,4,58.26,3
56.44,24.75,1.0,0,4,4,45.27,3
71.4,87.94,1.0,2,2,4,62.0,4
50.48,41.95,1.0,3,2,2,39.51,1
87.6,68.63,1.0,0,3,1,78.04,2
75.27,62.39,1.0,0,2,3,76.14,3
87.03,61.48,1.0,0,1,2,69.78,3
72.36,42.16,0.0,2,1,3,33.63,2
72.44,41.85,1.0,0,3,1,65.92,1
57.97,45.05,1.0,1,4,1,55.56,1
60.18,12.61,1.0,0,1,2,49.73,1
68.83,49.78,1.0,0,1,2,54.99,2
23.58,16.04,0.0,3,3,4,0.44,3
40.96,20.18,1.0,3,2,4,29.73,3
80.87,34.06,1.0,0,1,1,69.15,1
68.99,41.06,1.0,1,4,1,60.65,1
47.52,33.6,0.0,3,1,3,10.88,2
66.77,29.93,1.0,2,4,3,56.91,2
71.27,55.53,1.0,1,1,2,60.75,2
60.57,32.67,1.0,0,3,2,58.81,2
100.0,63.12,1.0,0,1,1,73.15,2
79.06,55.56,1.0,1,2,1,62.42,1
62.71,64.82,1.0,2,2,2,56.64,2
62.98,51.73,1.0,2,1,2,46.67,2
54.01,34.86,0.0,2,4,5,23.39,4
65.04,56.59,1.0,1,1,3,56.55,3
65.6,43.72,1.0,2,3,2,55.86,2
51.44,37.18,1.0,3,3,3,44.3,2
76.21,33.16,1.0,0,1,2,67.27,2
90.58,87.25,1.0,0,1,2,82.96,3
62.25,50.93,1.0,0,3,4,62.89,4
53.8,56.87,1.0,4,3,3,47.08,2
70.11,52.81,1.0,0,2,3,69.99,3
25.59,26.06,0.0,1,6,5,8.52,4
88.01,70.09,1.0,0,1,1,78.72,2
73.71,65.92,1.0,1,3,3,68.76,3
67.33,43.81,1.0,1,3,5,58.87,5
60.58,54.3,1.0,1,2,3,58.43,3
84.35,51.92,1.0,0,2,1,68.91,1
32.68,10.0,0.0,4,5,4,0.0,3
72.13,58.68,1.0,0,4,3,66.76,3
50.36,17.59,0.0,3,3,2,14.03,1
69.69,37.91,1.0,0,3,1,57.68,1
93.66,61.92,1.0,0,2,3,77.74,4
52.43,34.0,1.0,3,3,3,31.68,2
58.56,30.98,1.0,0,2,5,60.8,4
60.01,23.66,1.0,0,1,2,52.03,1
74.94,42.87,1.0,1,2,1,64.79,1
91.18,90.08,1.0,0,1,1,81.82,2
54.41,25.68,0.0,2,2,4,19.54,3
82.69,77.69,1.0,0,1,2,76.91,2
52.86,43.49,1.0,3,2,3,44.77,2
82.52,65.16,1.0,0,3,2,62.82,2
61.8,68.92,1.0,0,3,1,61.94,1
57.16,60.98,1.0,2,2,3,52.51,2
50.11,44.0,0.0,1,2,5,33.79,4
60.31,52.15,1.0,1,2,4,58.92,4
88.64,72.75,1.0,0,1,3,81.53,4
82.09,60.39,1.0,0,1,3,69.1,3
72.07,56.69,1.0,0,2,2,66.95,2
97.49,51.16,1.0,0,2,2,72.18,2
75.15,73.82,1.0,1,3,3,70.86,3
55.57,38.58,1.0,0,3,2,53.24,1
62.0,55.94,1.0,1,1,2,62.03,2
59.45,44.7,0.0,1,4,5,32.26,4
98.9,84.82,1.0,1,1,2,87.15,3
86.12,67.73,1.0,0,3,2,72.35,3
70.61,48.3,1.0,1,2,4,59.58,4
75.31,46.83,1.0,0,2,1,70.6,1
18.42,10.0,1.0,3,4,4,14.87,3
84.17,64.93,1.0,0,2,1,69.82,1
62.62,40.73,1.0,1,3,1,51.34,1
64.79,66.31,1.0,0,5,2,65.26,2
100.0,100.0,1.0,1,2,1,91.58,2
44.03,46.95,0.0,3,2,5,19.48,4
53.44,32.18,0.0,2,2,3,18.94,2
66.24,50.62,1.0,1,2,4,61.19,4
47.19,38.69,0.0,3,4,5,16.69,4
87.22,88.62,1.0,0,4,3,81.99,4
48.88,34.88,1.0,3,3,4,39.97,3
83.02,49.24,1.0,0,2,3,68.29,3
87.15,76.37,1.0,1,1,3,70.08,4
77.34,76.43,1.0,1,1,1,60.94,1
83.15,53.11,1.0,0,1,2,76.43,2
67.03,50.4,1.0,0,2,2,60.69,2
73.14,54.68,1.0,0,2,2,67.76,2
84.95,91.16,1.0,1,2,2,82.24,2
71.81,52.83,1.0,0,1,4,67.42,4
70.16,34.59,1.0,0,3,2,54.83,2
93.45,77.99,1.0,0,1,2,80.08,3
54.36,24.53,0.0,4,4,4,21.52,3
86.25,58.98,1.0,0,1,2,76.05,2
49.05,46.81,1.0,3,3,3,40.28,2
40.1,41.93,0.0,2,2,5,27.14,4
53.4,58.37,1.0,3,2,3,56.24,2
92.14,37.67,1.0,1,1,2,63.06,2
93.94,70.67,1.0,0,1,1,82.3,2
54.97,16.07,1.0,2,1,3,35.55,2
78.47,76.25,1.0,0,2,1,79.64,1
86.44,34.21,1.0,1,1,3,58.84,3
46.88,12.15,0.0,3,1,4,7.62,3
73.59,60.49,1.0,1,2,1,59.34,1
43.94,27.83,1.0,2,2,3,29.3,2
86.61,63.36,1.0,0,2,3,80.27,4
70.52,48.95,1.0,1,1,4,60.89,4
78.38,56.52,1.0,0,1,2,62.63,2
77.85,36.62,1.0,1,1,1,64.02,1
71.49,29.44,1.0,0,3,2,59.58,1
52.03,33.57,1.0,3,3,3,37.14,2
80.35,40.93,1.0,0,2,3,62.84,3
100.0,94.97,1.0,0,1,1,87.07,2
42.89,15.39,1.0,4,3,3,27.18,2
85.17,67.81,1.0,0,1,2,77.21,3
69.4,74.5,1.0,0,3,3,70.42,3
82.62,68.94,1.0,1,1,1,62.36,1
51.62,48.75,1.0,3,5,1,39.91,1
49.35,26.59,1.0,3,5,5,36.07,4
84.11,78.96,1.0,0,2,1,80.99,1
85.03,57.18,1.0,0,1,1,68.64,1
93.11,76.87,1.0,1,1,1,72.2,2
50.75,50.92,1.0,3,4,3,42.11,2
80.8,77.43,1.0,0,2,2,76.69,2
70.96,50.69,1.0,2,2,2,49.68,2
48.22,32.3,1.0,3,5,5,34.53,4
62.92,53.34,1.0,1,2,4,58.15,4
85.74,58.29,1.0,0,1,3,67.47,3
69.18,44.95,1.0,2,3,3,50.72,3
93.9,89.1,1.0,0,2,1,77.51,2
75.33,48.6,1.0,0,4,3,62.87,3
53.73,20.08,1.0,3,1,3,37.69,2
93.47,53.51,1.0,0,2,1,81.42,1
69.62,42.6,1.0,0,4,3,58.4,3
82.29,48.16,1.0,1,1,3,63.6,3
64.55,10.0,1.0,1,3,4,45.55,3
69.8,50.28,1.0,2,3,2,52.05,2
75.58,33.58,1.0,0,2,1,57.67,1
44.86,23.8,0.0,3,3,3,10.07,2
94.17,100.0,1.0,0,1,3,85.96,4
65.25,58.0,0.0,1,2,1,39.63,1
57.3,26.5,1.0,1,2,2,53.7,1
39.03,10.0,1.0,3,3,4,23.56,3
82.54,62.22,1.0,0,2,3,74.96,3
76.65,46.14,1.0,1,1,1,59.8,1
76.75,55.56,1.0,1,1,3,67.4,3
58.37,61.3,1.0,0,1,3,62.94,2
77.2,68.29,1.0,0,3,3,61.83,3
72.12,48.58,1.0,1,4,2,58.92,2
49.84,20.07,1.0,4,4,4,25.89,3
100.0,97.77,1.0,0,1,1,87.51,2
81.04,73.96,1.0,0,1,2,67.92,2
53.56,53.59,1.0,2,3,5,45.46,4
63.9,32.36,1.0,0,2,2,57.73,2
81.32,83.63,0.0,0,2,3,61.13,2
100.0,65.65,1.0,1,1,1,77.63,2
80.48,70.77,1.0,1,1,3,70.16,3
54.17,38.71,0.0,3,3,2,21.22,1
48.3,38.79,1.0,3,2,4,30.79,3
90.04,71.46,1.0,0,1,1,81.52,2
92.03,50.47,1.0,0,1,2,73.3,2
76.75,47.03,1.0,0,1,4,63.47,4
66.0,41.95,1.0,1,3,2,58.05,2
69.47,31.35,1.0,0,4,3,63.08,3
100.0,76.73,1.0,0,1,1,86.45,2
75.05,78.02,1.0,0,1,4,74.98,4
61.6,38.61,0.0,0,3,2,33.81,1
73.75,57.09,1.0,2,1,3,58.76,3
90.59,62.73,1.0,0,1,3,74.11,4
78.88,86.59,1.0,0,2,2,75.66,2
63.06,30.1,1.0,0,2,2,57.26,2
68.85,45.96,0.0,0,3,2,43.17,1
58.49,21.58,1.0,1,2,4,58.24,3
61.57,28.33,1.0,2,3,2,44.93,1
68.25,48.11,1.0,2,1,3,48.66,3
66.14,52.05,1.0,2,2,3,58.29,3
61.58,36.14,1.0,1,2,3,57.85,3
70.32,60.99,1.0,2,2,3,65.0,3
34.85,34.81,0.0,3,5,5,12.61,4
100.0,80.03,1.0,0,1,1,85.27,2
59.18,27.73,1.0,2,1,2,43.58,1
100.0,81.67,1.0,0,1,2,83.52,3
64.62,41.3,1.0,0,3,5,56.25,5
68.63,38.68,1.0,1,3,3,57.55,3
38.02,28.51,0.0,4,4,2,4.05,1
69.47,48.72,1.0,0,1,3,68.8,3
100.0,93.67,1.0,0,1,2,84.19,3
90.29,64.93,1.0,0,1,2,77.94,3
54.85,40.79,0.0,2,1,1,22.61,1
49.74,16.12,1.0,1,3,4,40.86,3
81.71,44.79,1.0,0,2,1,73.47,1
65.0,58.75,1.0,1,4,1,56.8,1
73.01,62.97,1.0,0,2,3,66.68,3
63.81,27.63,1.0,1,2,3,48.49,2
83.52,57.15,1.0,1,1,3,71.23,3
48.29,55.16,0.0,3,1,1,30.08,1
55.13,40.57,0.0,1,5,4,30.45,3
75.42,57.01,1.0,0,2,2,68.13,2
84.66,65.49,1.0,0,1,1,72.51,1
78.91,38.31,1.0,0,1,4,65.93,4
71.15,52.6,1.0,1,4,3,56.54,3
58.47,55.08,1.0,0,6,2,59.26,1
100.0,85.09,1.0,0,2,1,89.14,2
64.12,48.05,1.0,2,1,3,53.54,3
95.13,70.59,1.0,0,1,1,79.78,2
59.15,37.96,1.0,0,1,3,60.13,2
78.42,51.59,1.0,0,1,1,68.56,1
78.0,44.61,1.0,1,1,3,58.78,3
41.38,15.32,0.0,2,2,3,14.14,2
52.2,59.97,1.0,1,2,5,53.8,4
46.45,46.47,0.0,1,4,5,37.36,4
51.37,46.91,0.0,3,3,5,16.55,4
77.26,46.79,1.0,0,1,1,68.86,1
47.89,22.05,0.0,2,4,3,17.36,2
54.88,60.71,1.0,3,1,4,42.57,3
68.07,70.74,1.0,1,2,3,60.43,3
95.65,60.64,1.0,0,1,3,69.43,4
62.68,55.35,1.0,2,5,2,56.68,2
91.8,87.57,1.0,0,1,1,81.12,2
84.07,66.92,1.0,0,3,2,71.64,2
85.62,91.46,1.0,0,3,2,85.95,3
52.67,26.56,1.0,4,1,4,23.19,3
61.55,23.31,1.0,0,2,3,54.08,2
63.77,44.22,1.0,1,3,5,64.34,5
71.8,26.0,1.0,1,1,4,54.88,3
61.65,43.41,0.0,0,1,3,43.45,2
51.38,26.31,1.0,2,3,2,39.23,1
64.93,62.22,1.0,1,1,2,54.23,2
78.15,35.42,1.0,0,1,2,65.4,2
100.0,95.49,1.0,0,1,2,93.42,3
74.15,50.57,1.0,0,1,2,65.34,2
62.85,42.56,1.0,0,2,2,65.26,2
65.36,49.76,1.0,1,1,4,55.68,4
58.05,27.41,1.0,0,2,4,57.32,3
52.18,62.13,1.0,4,3,5,39.93,4
68.96,44.19,1.0,2,1,2,56.33,2
75.91,44.12,1.0,0,3,3,65.7,3
57.72,45.66,1.0,1,4,2,56.58,1
45.24,37.35,1.0,3,2,5,47.59,4
64.08,34.05,1.0,1,3,5,58.87,5
58.74,49.1,1.0,0,4,5,58.23,4
97.31,86.97,1.0,0,1,1,88.13,2
67.27,46.84,1.0,0,2,5,62.85,5
58.36,51.88,0.0,0,3,2,41.5,1
64.82,47.24,1.0,0,1,3,62.26,3
100.0,100.0,1.0,0,1,2,89.07,3
51.07,35.77,0.0,2,4,2,22.97,1
54.96,24.13,0.0,1,2,4,27.31,3
89.9,73.06,1.0,0,2,2,77.22,3
47.22,38.73,1.0,1,5,3,52.44,2
83.05,62.76,1.0,0,3,3,68.2,3
84.22,47.64,1.0,0,1,2,65.06,2
83.67,53.57,1.0,1,2,2,75.14,2
38.57,26.54,0.0,1,4,3,23.58,2
59.19,23.53,1.0,1,1,4,48.74,3
62.06,48.86,1.0,1,3,4,56.77,4
95.07,56.53,1.0,0,1,3,80.71,3
74.16,56.36,1.0,1,2,1,61.41,1
96.78,64.27,1.0,0,1,2,82.5,3
63.85,37.47,1.0,1,2,3,56.77,3
95.78,76.7,1.0,0,2,1,85.45,2
90.83,63.56,1.0,0,1,2,73.37,3
35.38,24.22,1.0,2,3,4,32.64,3
83.68,87.81,1.0,1,1,2,77.32,2
48.07,31.47,1.0,2,5,5,43.62,4
83.31,46.74,1.0,0,1,1,69.82,1
79.25,44.9,1.0,0,2,3,63.61,3
26.54,34.62,0.0,3,2,5,15.19,4
68.96,32.22,1.0,0,2,1,61.66,1
82.24,28.08,1.0,1,2,1,63.2,1
79.49,77.27,1.0,0,2,2,82.46,2
70.11,22.33,1.0,2,2,2,51.68,1
92.04,78.1,1.0,0,1,1,80.38,2
54.64,46.45,1.0,4,4,4,41.39,3
45.62,23.62,0.0,2,5,3,24.85,2
75.95,45.11,1.0,0,3,4,64.71,4
67.52,44.44,1.0,1,3,2,57.4,2
63.08,19.39,1.0,2,3,3,45.83,2
100.0,51.28,1.0,0,1,1,76.81,1
78.91,76.33,1.0,0,1,2,71.99,2
67.18,43.41,1.0,0,2,5,60.03,5
69.81,48.01,1.0,2,3,3,60.8,3
59.51,65.36,0.0,1,1,2,38.87,1
55.04,46.72,0.0,0,2,4,35.11,3
58.73,39.74,1.0,1,1,4,49.57,3
75.97,67.4,1.0,0,2,1,68.73,1
51.75,45.57,1.0,2,2,4,52.85,3
75.3,49.22,1.0,0,2,3,59.53,3
80.59,49.32,1.0,0,2,2,73.72,2
70.4,62.72,1.0,1,2,2,64.54,2
95.69,88.41,1.0,0,1,1,86.85,2
77.16,62.19,1.0,0,2,3,73.91,3
16.85,10.0,0.0,3,7,4,0.0,3
58.3,36.92,1.0,2,3,4,51.94,3
71.56,37.63,1.0,0,1,1,65.36,1
64.15,56.36,1.0,0,2,3,65.22,3
93.3,59.95,1.0,0,1,3,76.57,3
35.96,28.72,0.0,1,3,4,20.73,3
69.82,46.28,1.0,0,2,4,61.16,4
83.53,53.13,1.0,0,1,1,66.41,1
55.76,40.44,0.0,1,3,1,30.65,1
81.5,45.49,1.0,0,2,3,67.91,3
55.91,57.83,1.0,0,6,1,52.25,1
71.69,61.84,1.0,1,1,4,56.18,4
65.68,40.15,1.0,1,1,2,51.47,2
70.37,51.86,1.0,0,2,1,64.4,1
47.24,46.32,0.0,1,2,3,28.57,2
68.41,53.33,0.0,0,3,1,44.7,1
47.72,21.7,0.0,2,2,3,18.23,2
90.21,55.44,1.0,0,1,4,80.43,4
77.19,44.72,1.0,0,3,1,58.21,1
52.25,40.31,1.0,1,2,2,51.18,1
85.39,54.0,1.0,0,3,2,66.56,2
61.23,45.06,1.0,0,1,3,52.58,3
76.23,47.38,1.0,1,2,1,60.61,1
86.44,71.1,1.0,0,1,3,78.16,4
79.25,60.68,1.0,0,1,3,64.68,3
66.36,49.24,1.0,0,2,2,55.71,2
57.03,32.53,1.0,0,2,5,55.89,4
98.0,78.76,1.0,0,1,1,83.87,2
66.08,52.38,0.0,0,3,3,45.83,2
55.66,47.94,1.0,0,3,5,58.95,4
64.73,59.87,0.0,0,2,3,49.75,2
73.61,66.83,1.0,0,1,4,74.49,4
59.92,50.51,1.0,1,1,3,48.47,2
57.51,27.52,0.0,1,1,1,28.05,1
